nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      co_ppm_dry,      no_ppm_dry,          o2_dry,         co2_dry,velocity-magnitude,      x-velocity,      y-velocity,      z-velocity
       338,-5.792954616E-02, 9.960557289E-01,-5.792954624E-02, 1.350142435E+05, 4.627113160E+03, 2.098907277E-01, 3.938742029E+00, 4.042914814E+00,-1.462290543E+00,-4.780850252E-01,-3.576974481E+00
       339,-5.713353631E-02, 9.960556992E-01,-5.713353629E-02, 1.411795563E+05, 3.856758928E+03, 1.189440788E-01, 3.372122412E+00, 3.337700200E+00,-7.300413240E-01,-8.916227161E-01,-2.817471995E+00
       340,-5.792954616E-02, 1.000000030E+00,-5.792954624E-02, 1.248247263E+05, 5.274822946E+03, 3.123972838E-01, 4.463510555E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
       341,-5.713353631E-02, 1.000000000E+00,-5.713353629E-02, 1.333624525E+05, 4.389129603E+03, 1.877404781E-01, 3.817065750E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
       342,-5.646617571E-02, 7.015499791E-01,-5.646617572E-02, 1.145344999E+03, 2.122002257E+03, 8.414703237E+00, 7.867136117E+00, 9.996221535E+00, 3.397650221E+00,-7.199277486E+00, 6.012474658E+00
       343,-5.685435809E-02, 7.015500000E-01,-5.685435809E-02, 1.145524153E+03, 2.120751103E+03, 8.453021219E+00, 7.837101378E+00, 1.001975768E+01, 3.245428091E+00,-7.114668730E+00, 6.236836523E+00
       344,-5.685435809E-02, 7.054943008E-01,-5.685435809E-02, 1.204017319E+03, 2.175329464E+03, 8.344709747E+00, 7.917708061E+00, 9.876764988E+00, 3.542507105E+00,-7.726658850E+00, 4.920733208E+00
       345,-5.646617571E-02, 7.054942798E-01,-5.646617572E-02, 1.208301770E+03, 2.177161304E+03, 8.303959929E+00, 7.949770257E+00, 9.811455526E+00, 3.773969381E+00,-7.836475151E+00, 4.404889675E+00
       346,-5.685435809E-02, 7.099191295E-01,-5.685435809E-02, 1.263156953E+03, 2.236887963E+03, 8.194741122E+00, 8.043135988E+00, 9.282792711E+00, 2.996172378E+00,-8.101936894E+00, 3.077383964E+00
       347,-5.646617571E-02, 7.099191083E-01,-5.646617572E-02, 1.272420649E+03, 2.239335881E+03, 8.152169443E+00, 8.077781513E+00, 9.208831571E+00, 3.328834237E+00,-8.138545320E+00, 2.355424143E+00
       348,-5.685435809E-02, 7.148830279E-01,-5.685435809E-02, 1.349172576E+03, 2.302388403E+03, 8.030031698E+00, 8.183285999E+00, 8.666214103E+00, 1.883906069E+00,-8.253933011E+00, 9.733706566E-01
       349,-5.646617742E-02, 7.148830279E-01,-5.646617740E-02, 1.361670060E+03, 2.305540351E+03, 7.986362546E+00, 8.220782834E+00, 8.597062773E+00, 2.262145875E+00,-8.167355399E+00, 1.854676227E-01
       350,-5.685435809E-02, 7.204516701E-01,-5.685435809E-02, 1.463463576E+03, 2.370854044E+03, 7.880267053E+00, 8.306774001E+00, 8.038171293E+00, 5.311503182E-01,-7.907369526E+00,-5.042196675E-01
       351,-5.646617742E-02, 7.204516701E-01,-5.646617740E-02, 1.476591562E+03, 2.374720496E+03, 7.836400354E+00, 8.346537103E+00, 7.950501423E+00, 8.834518578E-01,-7.728784456E+00,-1.256701509E+00
       352,-5.685435809E-02, 7.266987310E-01,-5.685435809E-02, 1.566088398E+03, 2.444039080E+03, 7.759601295E+00, 8.397562277E+00, 6.801956058E+00,-6.094108898E-01,-6.664992859E+00,-6.399111396E-01
       353,-5.646617742E-02, 7.266987310E-01,-5.646617740E-02, 1.576937135E+03, 2.448615559E+03, 7.716984489E+00, 8.438080762E+00, 6.595573748E+00,-3.371127678E-01,-6.400110837E+00,-1.297811274E+00
       354,-5.685435809E-02, 7.337068614E-01,-5.685435809E-02, 1.659733413E+03, 2.527831396E+03, 7.656330877E+00, 8.460644656E+00, 5.039695074E+00,-1.380295699E+00,-4.625389309E+00, 5.643180401E-01
       355,-5.646617742E-02, 7.337068614E-01,-5.646617740E-02, 1.667102698E+03, 2.532924798E+03, 7.617276879E+00, 8.499283128E+00, 4.581595924E+00,-1.236942799E+00,-4.181885405E+00, 1.019033362E-01
       356,-5.685435809E-02, 7.415687811E-01,-5.685435809E-02, 1.772242490E+03, 2.634950078E+03, 7.531201675E+00, 8.526367681E+00, 4.171890479E+00,-1.723801724E+00,-3.128521400E+00, 1.973467567E+00
       357,-5.646617742E-02, 7.415687811E-01,-5.646617740E-02, 1.774629992E+03, 2.640418762E+03, 7.498154505E+00, 8.560871727E+00, 3.516823528E+00,-1.701545520E+00,-2.360286646E+00, 1.770869543E+00
       358,-5.685435809E-02, 7.503885058E-01,-5.685435809E-02, 1.969618495E+03, 2.782927601E+03, 7.346238359E+00, 8.626174132E+00, 4.539949029E+00,-1.910395277E+00,-3.161137473E+00, 2.444898006E+00
       359,-5.646617742E-02, 7.503885058E-01,-5.646617740E-02, 1.968072795E+03, 2.789574072E+03, 7.320194637E+00, 8.656556120E+00, 3.830353821E+00,-1.953698225E+00,-2.145368622E+00, 2.419789120E+00
       360,-5.685435809E-02, 7.602827235E-01,-5.685435809E-02, 2.335795441E+03, 2.985683084E+03, 7.094881978E+00, 8.760001225E+00, 4.938251853E+00,-2.203158901E+00,-3.811283993E+00, 1.899775685E+00
       361,-5.646617742E-02, 7.602827235E-01,-5.646617740E-02, 2.328777766E+03, 2.995767182E+03, 7.075824406E+00, 8.787830078E+00, 4.159398101E+00,-2.305394275E+00,-2.737596425E+00, 1.914293208E+00
       362,-5.685435809E-02, 7.713823378E-01,-5.685435809E-02, 2.921587714E+03, 3.248402679E+03, 6.772635751E+00, 8.908460788E+00, 5.113122064E+00,-2.083504301E+00,-4.465662129E+00, 8.112375852E-01
       363,-5.646617742E-02, 7.713823378E-01,-5.646617740E-02, 2.903170133E+03, 3.265294074E+03, 6.761254885E+00, 8.934157397E+00, 4.280668709E+00,-2.192412942E+00,-3.456265096E+00, 7.985768671E-01
       364,-5.685435809E-02, 7.838342003E-01,-5.685435809E-02, 3.842758606E+03, 3.567692496E+03, 6.359951932E+00, 9.062383651E+00, 5.730172033E+00,-1.349527618E+00,-5.513320170E+00, 1.731293938E-01
       365,-5.646617742E-02, 7.838342003E-01,-5.646617740E-02, 3.805146065E+03, 3.595593705E+03, 6.358129110E+00, 9.085580762E+00, 4.962280012E+00,-1.366088897E+00,-4.701039388E+00, 1.270825108E-01
       366,-5.685435809E-02, 7.978030533E-01,-5.685435809E-02, 5.261792161E+03, 3.935807418E+03, 5.843508484E+00, 9.223399260E+00, 6.293658931E+00,-8.123665994E-01,-6.233475834E+00, 2.243924210E-01
       367,-5.646617742E-02, 7.978030533E-01,-5.646617740E-02, 5.186133305E+03, 3.977834886E+03, 5.854957138E+00, 9.243545862E+00, 5.668374693E+00,-7.182533564E-01,-5.617685720E+00, 1.324896808E-01
       368,-5.685435809E-02, 8.134737092E-01,-5.685435809E-02, 7.368482202E+03, 4.357837230E+03, 5.228412798E+00, 9.379671178E+00, 5.935813785E+00,-8.613648960E-01,-5.855017927E+00, 3.597976747E-01
       369,-5.646617742E-02, 8.134737092E-01,-5.646617740E-02, 7.214928571E+03, 4.414930728E+03, 5.263772518E+00, 9.394084266E+00, 5.470555567E+00,-7.163701596E-01,-5.411806501E+00, 2.662994547E-01
       370,-5.685435809E-02, 8.310534960E-01,-5.685435809E-02, 1.066792537E+04, 4.871880477E+03, 4.562318233E+00, 9.484167623E+00, 4.759816718E+00,-1.286379411E+00,-4.533853435E+00, 1.723002662E-01
       371,-5.646617742E-02, 8.310534960E-01,-5.646617740E-02, 1.026922724E+04, 4.949047741E+03, 4.644525855E+00, 9.494130188E+00, 4.409816948E+00,-1.174375415E+00,-4.195093213E+00, 1.085980618E-01
       372,-5.685435809E-02, 8.507750000E-01,-5.685435809E-02, 1.634741105E+04, 5.470035352E+03, 3.835115406E+00, 9.472635674E+00, 3.181609263E+00,-1.936245990E+00,-2.115403117E+00,-2.782379623E-01
       373,-5.646617742E-02, 8.507750000E-01,-5.646617740E-02, 1.522322879E+04, 5.580860826E+03, 4.003300180E+00, 9.490332077E+00, 2.966630923E+00,-1.902206256E+00,-1.726494517E+00,-3.401327464E-01
       374,-5.685435809E-02, 8.704965040E-01,-5.685435809E-02, 2.808672818E+04, 5.888165109E+03, 2.868005398E+00, 9.104716313E+00, 2.542953980E+00,-2.319817793E+00, 1.561565446E-01,-3.696534633E-01
       375,-5.646617742E-02, 8.704965040E-01,-5.646617740E-02, 2.514387660E+04, 6.055179240E+03, 3.136543653E+00, 9.195207701E+00, 2.585521119E+00,-2.335597806E+00, 6.053653561E-01,-4.089792882E-01
       376,-5.685435809E-02, 8.880762908E-01,-5.685435809E-02, 5.261491855E+04, 5.739988157E+03, 1.677390053E+00, 7.962350439E+00, 2.770754667E+00,-2.525665831E+00, 9.932580400E-01,-5.898178050E-02
       377,-5.646617742E-02, 8.880762908E-01,-5.646617740E-02, 4.627799418E+04, 6.037007550E+03, 1.977685830E+00, 8.251392798E+00, 2.958156764E+00,-2.564988470E+00, 1.437679067E+00,-4.605880382E-02
       378,-5.685435809E-02, 9.037469467E-01,-5.685435809E-02, 8.920853336E+04, 4.465332334E+03, 6.594213583E-01, 5.832667760E+00, 2.631077819E+00,-2.417697342E+00, 7.841850976E-01,-1.030594873E-01
       379,-5.646617742E-02, 9.037469467E-01,-5.646617740E-02, 8.392277226E+04, 4.838259136E+03, 8.455946234E-01, 6.188130787E+00, 2.820649719E+00,-2.500522757E+00, 1.257045208E+00,-3.008455376E-02
       380,-5.685435809E-02, 9.177157997E-01,-5.685435809E-02, 9.965663437E+04, 2.821277461E+03, 1.786584731E-01, 3.589266854E+00, 3.437673423E+00,-1.732310285E+00,-1.701176955E+00,-1.130178815E+00
       381,-5.646617742E-02, 9.177157997E-01,-5.646617740E-02, 1.003726389E+05, 3.011233917E+03, 2.204152305E-01, 3.782565536E+00, 2.942464736E+00,-1.730814751E+00,-8.668323835E-01,-9.414656257E-01
       382,-5.685435809E-02, 9.301676622E-01,-5.685435809E-02, 7.750954100E+04, 1.981028721E+03, 9.718390770E-02, 2.192726265E+00, 1.101680304E+01,-2.428175245E+00,-1.031883830E+01,-2.694175048E+00
       383,-5.646617742E-02, 9.301676622E-01,-5.646617740E-02, 7.902485724E+04, 2.005136097E+03, 9.710991751E-02, 2.241365326E+00, 9.951811521E+00,-2.196053146E+00,-9.275978307E+00,-2.462161812E+00
       384,-5.685435809E-02, 9.412672765E-01,-5.685435809E-02, 6.077163012E+04, 1.753702531E+03, 9.749647132E-02, 1.631759543E+00, 2.190040302E+01,-3.977902965E+00,-2.129817258E+01,-2.935670135E+00
       385,-5.646617742E-02, 9.412672765E-01,-5.646617740E-02, 5.902457877E+04, 1.739086884E+03, 9.834645397E-02, 1.597480808E+00, 2.209823601E+01,-3.787978132E+00,-2.153863508E+01,-2.925340789E+00
       386,-5.685435809E-02, 9.511614942E-01,-5.685435809E-02, 6.034112430E+04, 1.752469780E+03, 9.385792893E-02, 1.540299036E+00, 2.499755162E+01,-4.102445045E+00,-2.459195213E+01,-1.235256680E+00
       387,-5.646617742E-02, 9.511614942E-01,-5.646617740E-02, 5.552523833E+04, 1.696814261E+03, 9.343585589E-02, 1.441620802E+00, 2.757127104E+01,-4.183274309E+00,-2.718134054E+01,-1.593469009E+00
       388,-5.685435809E-02, 9.599812189E-01,-5.685435809E-02, 6.789076733E+04, 1.871502623E+03, 1.035965303E-01, 1.616870626E+00, 2.043438021E+01,-3.403512110E+00,-2.008735886E+01, 7.540029703E-01
       389,-5.646617742E-02, 9.599812189E-01,-5.646617740E-02, 6.080739021E+04, 1.790529872E+03, 1.008549046E-01, 1.479062824E+00, 2.413129960E+01,-3.606819002E+00,-2.383170596E+01, 2.517856689E-01
       390,-5.685435809E-02, 9.678431386E-01,-5.685435809E-02, 8.078426651E+04, 2.082895649E+03, 1.103695455E-01, 1.775758772E+00, 1.492814018E+01,-2.738674571E+00,-1.445302015E+01, 2.030207321E+00
       391,-5.646617742E-02, 9.678431386E-01,-5.646617740E-02, 7.217741688E+04, 2.012969104E+03, 1.109617425E-01, 1.630904466E+00, 1.825689489E+01,-2.867772298E+00,-1.791152174E+01, 1.664084570E+00
       392,-5.685435809E-02, 9.748512690E-01,-5.685435809E-02, 9.857234855E+04, 2.311737684E+03, 8.603766058E-02, 1.951900145E+00, 1.073916068E+01,-2.262859610E+00,-1.005312445E+01, 2.581791387E+00
       393,-5.646617742E-02, 9.748512690E-01,-5.646617740E-02, 8.827046860E+04, 2.298149817E+03, 9.883647964E-02, 1.824098973E+00, 1.332951724E+01,-2.242646418E+00,-1.285916788E+01, 2.429699849E+00
       394,-5.685435809E-02, 9.810983299E-01,-5.685435809E-02, 1.171379333E+05, 2.458706629E+03, 5.293751332E-02, 2.059119882E+00, 7.719696206E+00,-1.928574930E+00,-7.006325801E+00, 2.188804742E+00
       395,-5.646617742E-02, 9.810983299E-01,-5.646617740E-02, 1.059920812E+05, 2.525958379E+03, 7.151848737E-02, 1.977154523E+00, 9.560510754E+00,-1.769270485E+00,-9.062888671E+00, 2.298092225E+00
       396,-5.685435809E-02, 9.866669721E-01,-5.685435809E-02, 1.333252923E+05, 2.599373611E+03, 3.555292085E-02, 2.201760932E+00, 5.325823732E+00,-1.405612217E+00,-4.818809587E+00, 1.156110845E+00
       397,-5.646617742E-02, 9.866669721E-01,-5.646617740E-02, 1.241463958E+05, 2.693882097E+03, 4.843608798E-02, 2.156132449E+00, 6.472905520E+00,-1.152257574E+00,-6.102113640E+00, 1.584630237E+00
       398,-5.685435809E-02, 9.916308705E-01,-5.685435809E-02, 1.428355660E+05, 2.964109386E+03, 3.407089453E-02, 2.565070308E+00, 3.506494289E+00,-7.610524405E-01,-2.932481209E+00,-4.809606649E-01
       399,-5.646617742E-02, 9.916308705E-01,-5.646617740E-02, 1.367699025E+05, 2.991992524E+03, 3.911906841E-02, 2.504580778E+00, 3.906548091E+00,-4.204157133E-01,-3.592375528E+00, 1.950480017E-01
       400,-5.685435809E-02, 9.960556992E-01,-5.685435809E-02, 1.378346912E+05, 3.773138734E+03, 1.044845349E-01, 3.284971014E+00, 3.129168461E+00,-3.455042696E-01,-1.101770968E+00,-2.407440120E+00
       401,-5.646617742E-02, 9.960556992E-01,-5.646617740E-02, 1.331539810E+05, 3.763157318E+03, 1.035187953E-01, 3.213844701E+00, 2.851597137E+00, 1.076688472E-01,-1.315471772E+00,-1.753925126E+00
       402,-5.685435809E-02, 1.000000000E+00,-5.685435809E-02, 1.318370747E+05, 4.259434224E+03, 1.617136244E-01, 3.711292243E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
       403,-5.646617742E-02, 1.000000000E+00,-5.646617740E-02, 1.279471989E+05, 4.252342928E+03, 1.581213794E-01, 3.645375892E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
       404,-6.648712294E-02, 7.015500000E-01,-6.648712295E-02, 1.318628694E+03, 2.008283588E+03, 9.460516122E+00, 7.059147761E+00, 2.437341104E+01, 3.526282378E+00,-2.316629382E+01, 6.544996362E+00
       405,-6.648712294E-02, 7.054943008E-01,-6.648712295E-02, 1.371039137E+03, 2.039106429E+03, 9.419468792E+00, 7.083725548E+00, 2.639253490E+01, 2.917998147E+00,-2.541142087E+01, 6.349408670E+00
       406,-6.648712294E-02, 7.099191295E-01,-6.648712295E-02, 1.428121188E+03, 2.071150737E+03, 9.353757182E+00, 7.123910472E+00, 2.752496648E+01, 1.958518165E+00,-2.686398094E+01, 5.543087711E+00
       407,-6.648712294E-02, 7.148830279E-01,-6.648712295E-02, 1.497070158E+03, 2.103833116E+03, 9.277552746E+00, 7.167450280E+00, 2.794163192E+01, 1.104766120E+00,-2.752112608E+01, 4.599207604E+00
       408,-6.648712294E-02, 7.204516701E-01,-6.648712295E-02, 1.586448059E+03, 2.137490038E+03, 9.197512228E+00, 7.208234794E+00, 2.784235971E+01, 5.040120778E-01,-2.757993432E+01, 3.680800267E+00
       409,-6.648712294E-02, 7.266987310E-01,-6.648712295E-02, 1.703552600E+03, 2.172992416E+03, 9.114004314E+00, 7.245266290E+00, 2.752002436E+01, 1.564865352E-01,-2.735883289E+01, 2.862140772E+00
       410,-6.648712294E-02, 7.337068614E-01,-6.648712295E-02, 1.850799339E+03, 2.211529338E+03, 9.020536624E+00, 7.281212622E+00, 2.719090899E+01, 9.256849386E-03,-2.709425499E+01, 2.163280823E+00
       411,-6.648712294E-02, 7.415687811E-01,-6.648712295E-02, 2.065121548E+03, 2.253843051E+03, 8.908576089E+00, 7.316929092E+00, 2.698181216E+01,-3.499072411E-02,-2.692811452E+01, 1.542169824E+00
       412,-6.648712294E-02, 7.503885058E-01,-6.648712295E-02, 2.394325711E+03, 2.298762720E+03, 8.771337130E+00, 7.351416122E+00, 2.691244928E+01,-5.503528162E-02,-2.688780767E+01, 9.374494705E-01
       413,-6.648712294E-02, 7.602827235E-01,-6.648712295E-02, 2.828333265E+03, 2.342334032E+03, 8.600122924E+00, 7.387521153E+00, 2.695691208E+01,-7.379166106E-02,-2.694833395E+01, 3.585904109E-01
       414,-6.648712294E-02, 7.713823378E-01,-6.648712295E-02, 3.410661282E+03, 2.378885876E+03, 8.381696266E+00, 7.425275707E+00, 2.711308517E+01,-7.224915927E-02,-2.710920272E+01,-8.424899680E-02
       415,-6.648712294E-02, 7.838342003E-01,-6.648712295E-02, 4.354520568E+03, 2.406076096E+03, 8.084208200E+00, 7.467074509E+00, 2.747923841E+01,-5.727288350E-02,-2.747573113E+01,-2.477169104E-01
       416,-6.648712294E-02, 7.978030533E-01,-6.648712295E-02, 5.914189498E+03, 2.429595502E+03, 7.602005827E+00, 7.550207244E+00, 2.817865197E+01,-1.132219092E-01,-2.817546558E+01,-1.238584132E-01
       417,-6.648712294E-02, 8.134737092E-01,-6.648712295E-02, 9.001624184E+03, 2.450276419E+03, 6.756355594E+00, 7.698604773E+00, 2.924734309E+01,-2.725529757E-01,-2.924174453E+01, 1.480804088E-01
       418,-6.648712294E-02, 8.310534960E-01,-6.648712295E-02, 1.670501239E+04, 2.437371858E+03, 5.333045117E+00, 7.819449869E+00, 3.070806518E+01,-4.001260309E-01,-3.069734851E+01, 4.024168823E-01
       419,-6.648712294E-02, 8.507750000E-01,-6.648712295E-02, 3.621346724E+04, 2.293575734E+03, 3.331114367E+00, 7.512163331E+00, 3.251806374E+01,-3.321133289E-01,-3.250541276E+01, 4.558246111E-01
       420,-6.648712294E-02, 8.704965040E-01,-6.648712295E-02, 6.642981746E+04, 1.886059421E+03, 1.694161281E+00, 6.322488799E+00, 3.416494329E+01,-9.795782675E-02,-3.415298444E+01, 3.420175448E-01
       421,-6.648712294E-02, 8.880762908E-01,-6.648712295E-02, 8.021722818E+04, 1.530837320E+03, 1.248661541E+00, 5.311575264E+00, 3.511944734E+01, 7.844498451E-02,-3.510292199E+01, 2.827318204E-01
       422,-6.648712294E-02, 9.037469467E-01,-6.648712295E-02, 7.486271061E+04, 1.442365079E+03, 1.680642592E+00, 4.990415411E+00, 3.532158447E+01, 8.129427291E-02,-3.529054996E+01, 3.303544761E-01
       423,-6.648712294E-02, 9.177157997E-01,-6.648712295E-02, 7.095993604E+04, 1.440652770E+03, 2.496969260E+00, 4.792141579E+00, 3.467018766E+01,-3.195246913E-02,-3.462175325E+01, 5.151572725E-01
       424,-6.648712294E-02, 9.301676622E-01,-6.648712295E-02, 7.124673480E+04, 1.578895385E+03, 3.196318432E+00, 4.761354297E+00, 3.312599802E+01, 5.437515919E-03,-3.307848177E+01, 7.324301285E-01
       425,-6.648712294E-02, 9.412672765E-01,-6.648712295E-02, 7.069883628E+04, 1.810142892E+03, 3.526564405E+00, 4.947695104E+00, 3.071824701E+01, 3.664807145E-01,-3.068643208E+01, 4.628148226E-01
       426,-6.648712294E-02, 9.511614942E-01,-6.648712295E-02, 7.437410621E+04, 1.934026252E+03, 3.505069980E+00, 4.894910136E+00, 2.746822751E+01, 7.185927954E-01,-2.742003772E+01,-3.555336182E-01
       427,-6.648712294E-02, 9.599812189E-01,-6.648712295E-02, 8.131288259E+04, 1.994325284E+03, 3.387663821E+00, 4.603359606E+00, 2.366774021E+01, 7.844950388E-01,-2.350492020E+01,-1.254115752E+00
       428,-6.648712294E-02, 9.678431386E-01,-6.648712295E-02, 8.528242747E+04, 2.115784939E+03, 3.357979922E+00, 4.550013897E+00, 2.006032804E+01, 6.251696921E-01,-1.960941181E+01,-2.110622298E+00
       429,-6.648712294E-02, 9.748512690E-01,-6.648712295E-02, 8.727662432E+04, 2.398953696E+03, 3.344140281E+00, 4.776727628E+00, 1.715697623E+01, 2.567812815E-01,-1.624925595E+01,-2.843989919E+00
       430,-6.648712294E-02, 9.810983299E-01,-6.648712295E-02, 8.551858011E+04, 2.986603943E+03, 3.276233974E+00, 5.186039958E+00, 1.473823988E+01,-3.530837485E-01,-1.323179518E+01,-3.317857638E+00
       431,-6.648712294E-02, 9.866669721E-01,-6.648712295E-02, 7.592766485E+04, 4.034560439E+03, 3.199076019E+00, 5.875832448E+00, 1.263323007E+01,-1.087127677E+00,-1.016177532E+01,-3.655082318E+00
       432,-6.648712294E-02, 9.916308705E-01,-6.648712295E-02, 6.011929398E+04, 5.624959719E+03, 3.251645077E+00, 6.743943462E+00, 1.087529755E+01,-1.825033629E+00,-6.725238009E+00,-4.087487904E+00
       433,-6.648712294E-02, 9.960556992E-01,-6.648712295E-02, 4.519263209E+04, 7.420661302E+03, 3.381072889E+00, 7.598980447E+00, 9.900168063E+00,-3.213954036E+00,-3.301951206E+00,-5.170790250E+00
       434,-6.648712294E-02, 1.000000000E+00,-6.648712295E-02, 3.902437436E+04, 8.212148867E+03, 3.487489390E+00, 7.970669577E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
       435,-6.675321279E-02, 7.015500000E-01,-6.675321277E-02, 1.326010718E+03, 2.002809675E+03, 9.487839649E+00, 7.038509119E+00, 2.477801645E+01, 3.490448325E+00,-2.362142253E+01, 6.448960482E+00
       436,-6.675321279E-02, 7.054943008E-01,-6.675321277E-02, 1.379189052E+03, 2.032578534E+03, 9.450083623E+00, 7.060358957E+00, 2.681508844E+01, 2.897407145E+00,-2.588155514E+01, 6.240417131E+00
       437,-6.675321279E-02, 7.099191295E-01,-6.675321277E-02, 1.436981586E+03, 2.063375700E+03, 9.388485801E+00, 7.097128017E+00, 2.796526552E+01, 1.971305431E+00,-2.733808231E+01, 5.439759297E+00
       438,-6.675321279E-02, 7.148830279E-01,-6.675321277E-02, 1.506696022E+03, 2.094686423E+03, 9.316730684E+00, 7.137013006E+00, 2.839929558E+01, 1.150056853E+00,-2.800151957E+01, 4.507922507E+00
       439,-6.675321279E-02, 7.204516701E-01,-6.675321277E-02, 1.596944646E+03, 2.126814037E+03, 9.241170557E+00, 7.174187000E+00, 2.831870255E+01, 5.717852838E-01,-2.807264288E+01, 3.598118410E+00
       440,-6.675321279E-02, 7.266987310E-01,-6.675321277E-02, 1.715012888E+03, 2.160516686E+03, 9.162227832E+00, 7.207622628E+00, 2.801629857E+01, 2.349177766E-01,-2.786792058E+01, 2.781107488E+00
       441,-6.675321279E-02, 7.337068614E-01,-6.675321277E-02, 1.863540561E+03, 2.196771851E+03, 9.073875975E+00, 7.239619998E+00, 2.771100800E+01, 8.891850743E-02,-2.762468132E+01, 2.078950079E+00
       442,-6.675321279E-02, 7.415687811E-01,-6.675321277E-02, 2.079663739E+03, 2.236053569E+03, 8.968384266E+00, 7.270532622E+00, 2.753438637E+01, 4.097828618E-02,-2.748856018E+01, 1.455308495E+00
       443,-6.675321279E-02, 7.503885058E-01,-6.675321277E-02, 2.410905916E+03, 2.276933333E+03, 8.839568072E+00, 7.298980092E+00, 2.750986570E+01, 1.600141726E-02,-2.749032367E+01, 8.542298388E-01
       444,-6.675321279E-02, 7.602827235E-01,-6.675321277E-02, 2.845785413E+03, 2.315261336E+03, 8.679272063E+00, 7.327736653E+00, 2.761393791E+01,-6.866212873E-03,-2.760782251E+01, 2.872724505E-01
       445,-6.675321279E-02, 7.713823378E-01,-6.675321277E-02, 3.423679545E+03, 2.345361769E+03, 8.474217910E+00, 7.357269088E+00, 2.784929629E+01,-9.477399848E-03,-2.784616690E+01,-1.393098701E-01
       446,-6.675321279E-02, 7.838342003E-01,-6.675321277E-02, 4.356319068E+03, 2.364962950E+03, 8.192577463E+00, 7.390136279E+00, 2.831572281E+01,-5.316718957E-04,-2.831235504E+01,-2.879880927E-01
       447,-6.675321279E-02, 7.978030533E-01,-6.675321277E-02, 5.897485392E+03, 2.379291744E+03, 7.728869671E+00, 7.463418341E+00, 2.913392344E+01,-6.220855769E-02,-2.913086757E+01,-1.468663093E-01
       448,-6.675321279E-02, 8.134737092E-01,-6.675321277E-02, 8.947396114E+03, 2.388349250E+03, 6.904017945E+00, 7.601832417E+00, 3.034095939E+01,-2.217807270E-01,-3.033563924E+01, 1.464618396E-01
       449,-6.675321279E-02, 8.310534960E-01,-6.675321277E-02, 1.650755055E+04, 2.362161402E+03, 5.505842588E+00, 7.717883968E+00, 3.195704288E+01,-3.403966901E-01,-3.194668672E+01, 4.158336382E-01
       450,-6.675321279E-02, 8.507750000E-01,-6.675321277E-02, 3.533035563E+04, 2.212095608E+03, 3.535144530E+00, 7.432419709E+00, 3.392580959E+01,-2.592092093E-01,-3.391314014E+01, 4.740962350E-01
       451,-6.675321279E-02, 8.704965040E-01,-6.675321277E-02, 6.397017489E+04, 1.832282607E+03, 1.906123368E+00, 6.334821920E+00, 3.569769866E+01,-2.755857180E-02,-3.568449160E+01, 3.626288845E-01
       452,-6.675321279E-02, 8.880762908E-01,-6.675321277E-02, 7.705360795E+04, 1.514463256E+03, 1.447862489E+00, 5.404693085E+00, 3.674875307E+01, 1.376511521E-01,-3.672976948E+01, 3.278049728E-01
       453,-6.675321279E-02, 9.037469467E-01,-6.675321277E-02, 7.174505002E+04, 1.434796308E+03, 1.917362458E+00, 5.122680566E+00, 3.703654190E+01, 1.544836076E-01,-3.700396271E+01, 4.363486266E-01
       454,-6.675321279E-02, 9.177157997E-01,-6.675321277E-02, 6.728451486E+04, 1.431288390E+03, 2.855940560E+00, 4.946191347E+00, 3.645920939E+01, 9.339320828E-02,-3.641297564E+01, 6.590940762E-01
       455,-6.675321279E-02, 9.301676622E-01,-6.675321277E-02, 6.647443783E+04, 1.578574778E+03, 3.692495480E+00, 4.899996250E+00, 3.501563943E+01, 1.825059668E-01,-3.497378828E+01, 8.071149763E-01
       456,-6.675321279E-02, 9.412672765E-01,-6.675321277E-02, 6.432042950E+04, 1.832055725E+03, 4.092209828E+00, 5.078533701E+00, 3.270816764E+01, 5.475975155E-01,-3.268260671E+01, 4.412192937E-01
       457,-6.675321279E-02, 9.511614942E-01,-6.675321277E-02, 6.668781162E+04, 1.978226459E+03, 4.080024369E+00, 5.052087576E+00, 2.951412064E+01, 8.607626625E-01,-2.947022253E+01,-3.680439260E-01
       458,-6.675321279E-02, 9.599812189E-01,-6.675321277E-02, 7.320585630E+04, 2.055127333E+03, 3.954226393E+00, 4.793777567E+00, 2.572596332E+01, 8.894855329E-01,-2.557886228E+01,-1.201015494E+00
       459,-6.675321279E-02, 9.678431386E-01,-6.675321277E-02, 7.673881718E+04, 2.202373155E+03, 3.916570943E+00, 4.770686172E+00, 2.201061097E+01, 7.128020877E-01,-2.161504500E+01,-2.006520954E+00
       460,-6.675321279E-02, 9.748512690E-01,-6.675321277E-02, 7.777571252E+04, 2.526976497E+03, 3.897386206E+00, 5.028876735E+00, 1.887121248E+01, 3.439965520E-01,-1.807859118E+01,-2.700374112E+00
